id,flowerday,FMflowerdiff,germday,espigalength,shoot,root,finalheight,finalstemw,numlvs,numflwrleaves,length3leaf,width3leaf,red,green,blue
523,89,0,21,4.5,3.06,1.09,94,4.31,4,2,21.2,2.1,142.124037979885,111.455,96.5603844820554
524,88,-1,21,5.2,3.54,1.54,92.3,5.06,5,3,16.1,2.1,167.935691288572,123.581,115.911376446393
525,92,4,22,12.2,4.23,1.77,112.5,7.09,4,2,24,2.7,NA,110.307,NA
526,81,4,21,9.6,3.51,1.44,103.2,5.35,6,3,20.2,2,148.69134346723,109.617,88.752816758619
527,91,-2,22,6.2,4.78,1.38,101,6.14,5,2,14.8,2.4,173.24624053682,122.712,110.149306809232
528,95,5,28,12.5,3.92,3.58,91.5,5.88,5,3,18,1.7,160.191647952444,87.513,70.4414056221301
529,88,4,21,7.3,3.68,1.48,101.6,5.38,5,2,18.4,2,180.441288955095,126.246,112.150089685508
530,95,-1,21,5.4,4.5,1.88,101.2,4.9,5,2,24,2.4,115.620791611625,70.994,71.7310840855639
531,86,7,22,13.1,3.16,1.11,125.1,4.76,4,2,22.4,2.3,194.076782569874,128.971,99.9508095296816
532,82,3,21,7.1,3.88,1.42,94,5.48,6,3,12,2.1,200.196262225251,99.075,83.8448366824005
533,95,2,21,11,4.29,2.08,110.8,6.53,4,2,19.8,2.4,144.930073645971,90.423,79.7557500802628
534,106,3,61,10,4.67,1.87,94.3,6.95,6,4,9.8,1.7,151.176073363134,96.497,100.499661905838
535,97,10,22,10.6,3.21,2.1,116.1,4.55,5,2,20.3,2,217.817161180383,147.933,108.055524912855
536,81,4,19,6.3,1.98,0.65,78,5.06,5,2,20.8,1.9,182.638208955224,119.113,74.3731252366245
537,88,4,22,10.2,2.85,1.22,111,4.31,5,2,23.3,1.8,203.809303169002,141.701,132.478251022813
538,89,0,21,5.8,3.53,1.51,82.8,6.11,6,3,16.8,1.9,167.068236126874,133.956,117.52815924642
539,115,0,70,4.2,6.15,1.11,96,6.06,4,3,27.8,2.8,123.118470434998,74.081,71.2506377326019
540,114,6,21,12.4,8.02,3.88,92.4,8.61,7,4,17.5,1.9,128.319496512781,71.132,69.0057346760217
541,107,2,22,9.6,3.99,2.06,74,5.81,5,3,20.3,2.3,102.34244725102,59.729,53.3820226320617
542,81,5,20,10.5,1.9,0.52,86.7,4.38,5,2,31.9,1.1,195.483343283582,140.039,107.03315412972
543,88,2,21,7.6,3.07,1.27,100.8,4.88,6,3,10.3,1.9,156.140920009321,98.325,99.3813865025287
544,82,4,21,8.3,2.38,0.9,67.5,5.81,5,2,18,2.5,181.784179587664,118.524,69.231319622387
545,89,0,24,6.3,3.55,1.25,76.6,5.17,4,2,23.8,2.2,226.081327932975,174.305,117.05464978903
546,86,3,20,9,2.93,1.52,101.1,5.22,5,3,17.9,1.8,200.4620407199,97.501,100.05478644536
547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,82,-5,29,4.9,3.74,0.82,84,4.62,5,3,22.4,2.2,192.86358698245,118.498,95.3362377612947
549,87,2,20,8.7,3.07,1.12,106.2,5.72,4,2,38.5,2.6,142.354880464236,75.024,79.7409187345128
550,83,3,25,7.1,2.88,1.28,88.6,4.79,5,3,14.4,2.1,135.570054332966,89.51,76.4335259531195
551,98,6,36,9.5,4.06,1.68,93.4,6.37,4,1,23.1,2.9,185.821847777957,113.561,113.032668704297
552,101,4,36,10.1,4.4,2.27,98,6.26,6,2,13.8,2.2,181.57977485407,70.644,74.1919452810572
553,82,7,21,8.2,1.81,0.7,98.4,4.69,6,3,16.3,1.5,149.873913102743,94.914,77.8542194200944
554,82,4,21,8.5,2.75,0.85,97.2,6.22,5,3,21.4,1.9,227.790672686999,186.54,111.634415643965
555,82,4,22,9.6,2.42,0.92,105.4,4.75,6,2,10,1.4,169.528351507923,100.759,84.1945869184086
556,89,0,20,6.6,2.87,0.9,104.7,4.53,5,2,14.9,1.9,188.770427524479,125.306,115.594122171426
557,96,4,21,9.9,2.76,1.3,96.5,4.96,5,2,24.8,2.1,143.863769678923,96.47,84.263432028961
558,86,0,21,6.9,2.8,1.14,78.9,4.26,4,2,21.2,2.1,195.518592616202,150.344,133.414317108457
559,86,0,21,8,2.93,1.12,116.5,3.74,4,2,26,2,194.124959515526,139.235,117.688259058678
560,89,3,28,5.9,3.87,1.51,99.8,5.14,5,2,17.3,2.3,183.031363127813,104.587,104.102425325645
561,119,4,61,12.2,3.67,1.41,114.9,4.59,6,4,13.9,1.9,NA,NA,NA
562,82,8,20,10.4,2.66,0.72,109.2,4.53,4,2,27.7,1.9,177.304497346072,123.412,81.4064587803768
563,81,5,22,8.8,3.42,1.18,91.8,5.1,6,3,13.9,1.8,169.869074626866,111.461,82.2956879545681
564,82,4,22,7.5,2.43,1.32,80.6,4.79,4,2,28.5,1.9,162.447309860816,89.192,76.0148057862953
565,95,10,28,10.4,2.77,2.01,90.7,4.43,5,3,12.4,1.9,152.677901293536,91.153,68.8231009258957
566,89,0,20,9.1,5.92,1.71,125.6,6.42,5,2,24.7,2.9,241.167451730688,172.637,121.450458560194
567,86,2,21,8.6,4.11,1.47,106.5,5.09,5,3,21.2,2,154.703097725899,97.22,91.2287459491454
568,82,4,21,8.5,2.05,0.71,98.4,4.1,6,2,12.2,1.7,198.907343654164,125.602,95.2062774088805
569,87,3,20,9.5,3.06,1.16,125.3,4.47,5,2,16.7,1.8,78.9305449952662,65.225,71.8386146691562
570,88,4,23,11.4,3.51,1.36,106,6.01,5,2,21.3,1.9,172.628650976998,101.735,103.904955669567
571,89,5,21,10.6,3.74,1.59,129,5.11,5,3,14.6,2,209.8383685831,124.204,107.801164097498
572,82,6,24,9,2.55,0.81,109.8,3.38,5,3,22.1,1.5,180.037309978769,138.014,79.9296146993892
573,83,3,21,9.3,3.06,0.7,113.6,4.76,5,3,19.5,1.8,90.4897531201764,44.77,48.0450620362009
574,91,0,21,8.8,3.39,1.09,103,4.04,4,2,25.1,2.3,161.142771444735,81.768,89.1316580465708
575,88,4,22,13.1,2.8,1.29,106,4.29,4,2,33.3,1.9,144.731134882327,87.585,91.1230118492604
576,88,3,21,12.4,2.83,1.85,85.2,5.19,5,2,19,2.5,123.590233297826,70.875,77.2950576800626
577,89,6,20,14.1,3.7,1.87,117.5,4.45,4,2,18.9,1.9,199.840387785015,136.795,106.733271826445
578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,81,8,21,9.5,2.78,0.8,104.4,5,5,3,14,1.9,138.194089552239,73.043,73.0484843080602
580,95,1,21,10.6,4.61,2.07,98.9,5.05,5,2,21.7,2.5,162.182746458662,89.434,73.5258921911232
581,112,5,22,12.8,5.07,3.29,113.1,7.33,5,2,33.7,2.1,136.394330717489,78.696,70.2726187387146
582,95,0,23,6.7,4.16,1.05,86.2,5.61,4,3,27.5,2.2,146.759225928128,81.307,78.2882356543323
583,101,1,NA,8,5.66,1.31,145.3,6.75,4,2,29.2,2.4,175.54197741195,81.752,82.9486361349611
584,79,7,19,9.1,2.79,0.59,97.4,3.91,4,2,30.7,1.9,127.929806908463,69.179,70.6594329746163
585,88,7,21,12.1,2.57,1.02,112.3,4.72,5,2,21.1,2,167.262503212277,116.139,100.994852736894
586,84,1,21,7.8,2.56,0.89,105.3,3.9,5,3,17.3,1.8,146.446429400663,107.485,101.868213488944
587,112,3,39,9.6,5.64,2.83,126,7.61,6,4,18.4,2.1,74.6536486547085,34.064,32.3078560823915
588,81,7,21,7.1,2.01,0.72,82.6,4.68,5,2,15.6,1.9,172.34871641791,109.761,84.5223849755903
589,95,1,21,10.5,3.33,1.58,108.3,5.09,4,2,26.5,2,107.604646552961,56.644,60.1174857686404
590,88,2,19,9.3,2.39,0.72,110.8,4.6,5,3,21.4,1.7,162.722879985016,121.291,110.579834058393
591,106,2,21,13.2,5.41,2.63,133.2,5.87,5,3,20,2.2,162.174194243933,107.447,102.997011040022
592,93,3,21,10.7,3.69,1.55,124.5,4.81,4,2,24.7,2.2,92.5160468640179,63.824,62.3535856589865
593,81,6,21,10.1,2.69,0.9,126.8,4.23,5,3,20.6,2.1,137.041611940299,75.276,74.3451335060277
594,92,0,39,7.1,4.9,1.86,114.9,6.66,4,2,21.6,2.5,97.8047186644371,59.979,53.1280239043825
595,95,4,30,12.5,3.92,2.12,63.3,7.68,6,3,23.4,1.8,195.730341300916,120.832,87.3768172539926
596,89,0,21,7.4,4.56,1.74,130.7,6,5,3,19.7,2.3,144.839677990651,81.391,84.5104905695054
597,85,4,21,8.9,2.93,1.21,93.6,5.27,5,2,13.3,1.8,153.245152043137,101.938,80.6032872713934
598,82,1,22,10.5,2.55,0.92,106.4,4.73,5,2,27.3,1.9,100.029311394197,46.813,48.7902400419197
599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,87,3,21,9.6,3.59,1.02,121.4,4.94,5,2,16.8,2.3,149.237309792367,84.767,92.6721328164585
601,87,4,22,9.3,3.88,1,120.2,3.6,5,2,11,2.2,159.392239675492,108.853,94.7363851226132
602,89,0,22,9.8,3.65,1.22,128.6,4.23,5,3,14.2,2.2,141.845009913184,92.744,86.4632349621325
603,95,4,22,13.3,3.74,2.96,92.8,7.05,5,1,19.4,2,161.621472930034,59.522,70.9999628090401
604,87,0,21,3.6,3.76,0.98,101.8,3.94,5,2,27.3,2.1,166.994884643009,95.848,99.2271217941154
605,89,0,21,3.5,4.41,1.36,83.7,5.19,6,3,11,2,174.205255669942,116.171,111.653542787567
606,87,2,21,10,2.81,1.24,96.5,4.84,6,3,26.5,2,168.664324581307,126.548,120.373006288566
607,89,0,21,8,4.74,1.3,137.1,5.06,5,2,19.3,2,190.118295598296,109.436,102.019104905873
608,93,3,24,8,3.66,1.46,115.7,5.52,5,3,14.1,2.1,184.54712740315,133.043,94.8809664841415
609,109,6,23,12.9,4.28,3.01,96.1,6.25,4,2,27.2,2.6,125.011844238964,54.884,56.5590269767284
610,79,10,21,11.2,2.82,0.99,120,4.56,3,2,28.3,2.1,NA,78.078,NA
611,93,2,21,10.8,3.34,1.39,102.4,3.42,4,2,23.3,2.1,162.12728048125,91.6,92.9073993774744
612,93,3,21,7,2.6,1.16,86.7,3.82,5,2,14.2,1.9,206.034173667673,132.762,104.809276106835
613,83,4,21,9.2,2.56,1.4,73.2,4.69,6,1,13.7,1.8,161.14655255823,77.209,80.2125035299574
614,92,3,23,9.3,3.89,1.58,123.7,5.5,4,3,18.8,1.7,121.152710542274,71.563,60.5501298007968
615,81,5,21,11.4,3.64,0.86,104.4,6.24,4,1,33.7,2.2,187.311884030521,98.875,83.4967994940817
616,84,0,21,8.2,3.05,0.94,106.2,3.87,5,3,16.5,2,128.436133340422,91.187,74.0103242886771
617,92,3,22,11,3.04,1.61,95.5,5.73,5,2,19.7,2,124.113879031448,78.939,72.6858544005131
618,83,4,21,9.9,3.13,1.19,83.7,4.77,5,2,19.7,2.4,159.859702017347,104.952,81.4462671688196
619,109,5,22,11.6,4.14,3.26,99.2,8.41,5,3,27.8,1.9,179.809672106543,111.383,114.236178136076
620,92,2,22,10.9,3.86,1.38,114,5.14,4,3,23.5,2.3,111.032390033156,65.624,65.6833965272369
621,88,2,21,9.5,3.09,1.29,94.1,4.62,5,2,17.7,1.9,145.625054770787,117.133,102.537123379827
622,82,-3,21,9.3,2.93,1.14,104.3,5.35,5,2,14.5,2.1,189.007201462609,101.791,88.5984550350906
623,85,8,21,6.5,2.94,1.36,62,4.97,5,1,15.5,2.2,198.034799480922,150.705,98.9803240443422
624,85,4,22,8.2,3,1.34,101.1,5.39,5,2,17.6,2.1,146.663646302574,88.628,84.1955462539263
625,89,0,21,5.3,3.36,1.48,111.9,4.72,6,4,13.1,1.5,125.528180198787,80.956,78.8291234402141
626,85,4,21,8.4,3.25,0.94,124.2,4.17,5,2,17.3,2.1,181.093864214794,129.27,108.469520828047
627,92,1,21,10.9,3.15,1.58,116.2,4.62,4,2,25.2,1.8,94.6487877022003,53.833,61.8101204929674
628,94,3,NA,11.4,4.51,1.49,109.8,3.93,5,2,16.3,2,126.93449715831,84.957,82.8737331599246
629,85,2,21,8.5,3.36,1.14,112.6,5.21,5,3,16.2,2.2,125.200944049104,84.561,73.4698414295446
630,91,7,22,13,3.52,1.99,112.3,4.99,5,3,19.7,2,156.110623777198,82.904,88.8103127711992
631,90,2,21,7.1,3.45,1.53,135.7,4.53,5,2,14,2,87.7917630244395,52.5,54.0478018933452
632,98,7,29,12.6,3.6,1.29,110.2,5.93,4,1,26.1,2,149.028765376612,95.315,93.2103434984199
633,81,3,24,6.8,2.6,0.89,94.3,5.14,5,2,16.9,2.1,147.701278809807,70.794,76.0193826431102
634,85,3,21,8.5,2.85,1.14,95.5,5.03,6,3,15.6,1.8,211.979101994829,171.331,101.813017420139
635,87,5,22,7.8,2.99,1.61,95.1,3.67,5,2,20.3,2,171.75870729,129.61,124.786592235773
636,92,3,21,8,3.43,1.94,98.3,4.63,5,3,17.9,2.1,128.054976790917,60.27,67.0947078389151
637,85,2,21,11.9,2.7,1,84.4,4.23,5,3,19.7,2.3,171.973305059,97.426,102.830216093724
638,79,5,21,7.5,2.26,0.9,86.3,4.24,5,2,22.2,1.9,179.084355392951,91.131,81.0336432727627
639,89,0,29,4.9,3.71,1.62,71.7,5.83,4,3,14.4,2.2,175.227874015748,88.676,82.0403146518943
640,79,3,21,8,2.61,0.98,76.2,4.84,5,3,13.7,1.9,145.611037360046,67.273,68.2762016139518
641,85,-4,22,5.8,1.89,0.45,78.2,4.45,5,1,20.5,2,172.9436228837,145.725,102.211699684145
642,91,3,27,8.1,3.78,1.75,114,3.68,4,2,26.5,2.1,118.465640826806,78.935,73.0961320829691
643,95,5,21,9.5,2.46,2.65,65.4,5.67,6,3,13.6,1.9,227.343382710482,165.225,108.4179830824
644,79,13,21,10.7,2.32,0.59,134.7,5.1,5,3,20.6,1.6,110.541898351154,59.278,63.6798751909762
645,92,3,21,11.8,2.94,2.01,86.7,5.26,5,2,13.5,2.1,127.449294484075,79.763,82.1293968021258
646,93,12,27,12.3,2.91,2.05,106.3,4.48,6,3,15.3,2.1,202.263588621987,127.715,116.875296793023
647,79,NA,20,11.1,1.79,0.77,97.4,4.58,5,0,21,1.8,130.936216915074,81.106,78.331318686409
648,92,-10,28,7.3,3.56,1.59,65.8,5.53,4,3,21.2,2.3,120.067671455842,66.231,64.7048746964768
649,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,91,-3,21,5.4,4.48,2.22,86,5.77,5,2,12.7,2,160.989623846823,95.832,98.7075488913614
651,89,5,21,12,3.72,1.85,103.3,6.88,5,2,17.3,2.7,216.688335613786,123.947,113.46404454251
652,90,8,19,11.5,2.87,2.28,77,5.26,5,2,14.4,2.2,158.552298458026,85.909,75.2947595857429
653,79,6,19,10.6,3.43,1.33,108,4.43,4,1,21.7,1.8,NA,NA,NA
654,88,0,21,8,3.67,1.36,102.2,5.09,5,2,15.6,2.1,152.01357179203,110.804,104.659367627932
655,87,0,21,6,4.02,1.39,73.2,6.06,4,2,14.9,2.4,209.407952180797,150.87,138.240925862943
656,91,4,21,9.8,3.79,2.02,98,4.96,4,2,21.4,2.3,92.1307709051349,54.932,57.3551726217913
657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,94,6,21,16.3,3.55,1.54,86.8,4.58,3,2,33.2,2.9,132.064866908716,80.761,74.177875297442
659,103,1,57,13,3.53,1.14,83.9,5.25,4,2,29.7,2.5,118.144796022545,64.505,64.021051361102
660,86,8,21,14.2,2.5,1.53,56.3,3.94,5,1,20.6,2.4,173.888102874396,91.417,85.9249692756977
661,90,5,21,12.4,3.84,1.88,77.3,6.08,5,3,16.5,2,173.011801714136,82.422,79.871991251278
662,114,10,42,14.3,5.45,2.57,115.3,6.79,4,2,23.3,2.3,123.413165755591,83.609,68.739583884374
663,86,3,21,12.8,1.85,0.62,82.4,3.1,5,3,34.5,2.3,198.680807107202,178.732,102.627775301004
664,86,0,30,6,3.67,1.31,120.6,4.69,5,3,10.3,2.1,118.650805151587,78.419,67.2747372293342
665,85,8,21,7.7,4.03,1.31,89.3,6.79,5,2,16.3,2.5,157.046903819651,111.812,90.2652042732276
666,95,3,23,12,4.6,1.89,92.6,5.57,6,2,17.5,2.2,128.84792949099,51.301,58.6039437522453
667,91,4,29,10.8,3.65,1.95,67.5,4.79,4,2,17.4,2.4,146.48839278503,94.038,80.9661159103553
668,88,0,20,8.1,4.11,1.64,127.1,6.31,6,3,12,1.8,184.341485615991,119.376,108.720561889116
669,109,7,21,12.5,4.87,2.96,113.1,6.15,5,2,15.1,2.1,80.2629700070414,32.63,30.3047910624977
670,86,0,22,3.7,4.38,1.4,139.7,4.96,5,2,16.7,1.9,173.009272251875,109.976,102.353188597535
671,91,3,21,9.6,4.63,2.53,133.8,5.73,5,2,15.6,1.9,142.691201279373,87.445,68.7907004768338
672,107,7,36,14.1,4.56,2.48,126.1,6.52,4,2,22.7,2.7,101.468455958024,79.494,58.1520769936293
673,106,5,48,10.4,3.61,2.58,98.1,5.43,5,3,20.1,1.9,151.047504482879,87.751,86.2295331722243
674,92,3,21,6.7,3.59,2.03,97,5.32,5,2,14.3,1.9,112.296829900533,55.727,58.5186425986164
675,102,3,22,11.7,4.16,3.18,95.7,6.53,6,3,17.9,2,166.845436591678,84.888,92.510245960653
676,94,0,21,8.7,2.76,1.55,87.5,4.45,4,1,21.6,1.9,96.9541368412329,62.197,66.1106718364893
677,86,0,21,7.1,3.27,1.09,106.2,3.62,4,2,29.8,1.3,169.992090285979,76.057,75.4516606238162
678,99,7,42,18.6,2.83,1.27,106.2,5.26,3,2,44.3,2.1,166.693072320899,83.095,82.9458324714019
679,89,0,19,10.5,2.81,1.59,68.4,5.04,4,1,32.7,1.8,159.562469601136,87.552,75.550482550115
680,94,0,21,9.4,2.22,1.3,5.87,3.93,4,1,17.1,1.8,93.9833514619632,58.704,52.6945846501338
681,91,0,21,6.6,3.08,1.88,97.7,4.35,5,2,17.4,1.8,155.190652036554,118.616,104.024623031074
682,83,3,21,11,2.59,0.96,102.9,5.21,4,1,24,2,114.422574961267,81.433,74.8473091253081
683,116,9,21,13.1,6.05,1.84,138,6,5,3,21.2,2.1,142.876722336487,112.161,98.4241637286405
684,86,-5,21,4.4,3.46,1.01,115,3.18,5,2,21.7,2,225.445885485469,130.886,113.40478033653
685,86,-6,36,9.8,3.06,1.17,69.7,4.64,4,2,25.6,2.1,185.885806225231,103.67,101.836372824901
686,85,2,21,10.6,2.42,1.03,77.6,4.31,5,1,13.1,1.7,152.64460109023,103.537,78.9754397008479
687,87,-2,21,5.5,3.05,1.25,85.6,3.93,4,3,16,2,118.791865666243,76.938,80.6988599849237
688,93,4,21,13.2,3.33,1.9,104.9,4.1,5,2,18.4,1.9,181.67221102245,111.416,89.4382984419226
689,86,0,21,6,3.72,1.17,92,4.99,5,2,19.6,2.1,249.439347754293,148.844,128.574398437949
690,83,1,21,5.9,2.72,1.14,111.4,4.62,6,3,15.9,1.7,146.25600587662,59.201,64.063553095369
691,92,1,21,9.9,3.61,1.8,109.1,5.28,5,3,17.4,2.1,146.022511202652,71.139,75.7808686489211
692,112,4,39,12.9,4.54,2.8,137.9,5.82,4,3,22.3,2.1,162.019962443946,158.443,99.7127869992644
693,85,3,24,8.5,2.53,1.23,96.1,4.19,4,3,19.1,1.8,152.274219997455,107.26,98.2425040080055
